ID,Hospital Name,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,Score,District,Risk
689,Rangel-Turner General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
690,Atkins-Nguyen Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
691,Mcbride Inc Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
692,"Taylor, Robertson and Lopez General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
693,Hogan-Jennings Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
694,Miller-Gaines Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
695,Kline PLC Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
696,Richards-Price General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
697,Ruiz Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
698,"Hubbard, Torres and Crane Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
699,"Collins, Garcia and Jones Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
700,"Welch, Henderson and Munoz Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
701,"Thompson, Cole and Glenn Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
702,Stokes-Nelson Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
703,Robinson-Hoffman Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
704,Long-Smith Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
705,Thomas-Allen Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
706,Garner-Stewart Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
707,"Lewis, Hoffman and Williams General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
708,"Fowler, Wilcox and Chavez General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
709,Cain Inc General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
710,Spencer-Owens Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
711,Walters-Johnson Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
712,Howard PLC General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
713,"Franco, Boyd and Wilson General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
714,Kim-Munoz Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
715,"Hood, Camacho and Cochran Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
716,Cook-Scott Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
717,Lee and Sons General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
718,Roy-Macdonald Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
719,Sweeney-Molina Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
720,Woods-Pruitt Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
721,Lopez Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
722,"Gregory, Daniels and Cooper Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
723,Ruiz-Butler General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
724,Andrews Inc General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
725,Diaz General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
726,Lucas Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
727,Wilson-Kelley Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
728,"Clayton, Carpenter and Frey Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
729,"Gonzales, Hudson and Miller Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
730,Bell Inc Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
731,"Fitzgerald, Russell and Stokes General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
732,"Robertson, Johnston and Warren Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
733,Lee PLC Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
734,"Green, Jensen and Brown Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
735,Brewer-Flores Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
736,"Carlson, Smith and Ferguson Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
737,"Peck, Hall and Diaz General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
738,Schaefer-Brown Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
739,Foster-Thompson General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
740,Davis Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
741,"Nash, Duncan and Jimenez General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
742,"Fisher, Hoffman and Martin General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
743,Camacho Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
744,"Donaldson, Wells and Miller Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
745,Walker PLC Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
746,Horton PLC Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
747,Gardner Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
748,Smith Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
749,Cortez-Duran Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
750,"Thompson, Keller and Bailey General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
751,Hansen-Baker Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
752,Mcgee Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
753,Torres-Hart General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
754,Taylor-Reed Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
755,"Martinez, Patterson and Smith General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
756,"Stokes, Johnson and Morris General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
757,Ruiz PLC Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
758,Conley Inc General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
759,Mckay-Hanson Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
760,Martinez-Stone Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
761,Davis-Wilkerson Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
762,Williams-Cooper General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
763,"Reynolds, Lindsey and Gibbs General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
764,"Hoffman, Richardson and Miller General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
765,Boyer Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
766,Hicks-Thomas General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
767,"Tran, Kane and Wood Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
768,Jones Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
769,"Lee, Coleman and Michael Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
770,Williams Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
771,George Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
772,Hill-Wilson Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
773,Brown-Bowen Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
774,Robertson-Hinton General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
775,Reed-Brown Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
776,"Hernandez, Price and Leon Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
777,Burns-Moore Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
778,Porter Inc Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
779,"Davis, Yates and Wiley Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
780,"Brooks, Lewis and Lowe Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
781,Nelson-Webb General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
782,Hernandez-Lewis Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
783,Hancock-Jones Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
784,"Nelson, Thompson and Higgins General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
785,Rodriguez Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
786,Delgado-Bowman Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
787,Garcia Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
788,Cline-Malone Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
789,"Reeves, Hernandez and Nunez General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
790,"Smith, Hartman and Mcknight General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
791,Long Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
792,"Evans, Willis and Bridges General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
793,Fitzgerald Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
794,"Lee, Jacobson and Hickman Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
795,Mason PLC Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
796,Smith General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
797,Cain-Jones General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
798,Campbell General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
799,"Bentley, Young and Davis Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
800,Nelson-Ali Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
801,Johnson PLC Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
802,Lowe Inc Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
803,Murphy-Robles Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
804,Wood Inc Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
805,Wright-Harrison Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
806,Garcia-Clayton Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
807,Phillips PLC General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
808,"Edwards, Chandler and Hughes General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
809,Nguyen-Eaton General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
810,Hall Inc Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
811,Green-Caldwell Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
812,Cross-Morris Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
813,Waters-Pierce Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
814,Carpenter-Myers Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
815,"Savage, Jackson and Williams Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
816,"Campos, Lowery and Robinson General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
817,"Cooper, Adams and Smith General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
818,Reeves General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
819,"Hicks, Simpson and Baker Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
820,"Davis, Gill and Obrien Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
821,Harmon Inc General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
822,"Calderon, Williamson and Webb Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
823,Arnold-Cox Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
824,"Powell, Sullivan and Mcclain Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
825,White-Jones General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
826,Rocha-Weiss General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
827,Smith Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
828,Petersen and Sons Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
829,"Steele, Boyd and Kelly Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
830,Collins PLC Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
831,Ramirez-Briggs Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
832,Griffin-Miller Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
833,Gardner-Wong Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
834,"Juarez, Dean and Turner Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
835,Kirk PLC Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
836,"Hill, Hernandez and Johnston General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
837,Golden PLC Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
838,Ortiz Inc Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
839,Moreno-Smith General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
840,"Smith, Thomas and Barton Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
841,"Young, Hoover and Frank Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
842,Harvey-Chan General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
843,Mahoney General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
844,Wood-Briggs Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
845,"Jones, Ortiz and Cruz Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
846,Martinez-Snyder General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
847,Martinez and Sons Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
848,Keith-Escobar General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
849,"Martinez, Smith and Gardner Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
850,Walker-Austin General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
851,Jennings PLC Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
852,Stone and Sons Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
853,Brown-Mcknight General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
854,Miller Inc Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
855,"Hamilton, Fox and Wang General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
856,Harris PLC Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
857,Sullivan-Chen Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
858,Norman Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
859,Fischer and Sons Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
860,"Austin, Bentley and Day Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
861,Wagner-Weaver Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
862,Pena General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
863,Rowland PLC Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
864,Obrien Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
865,Ellis-Costa Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
866,Anderson-Stewart General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
867,Huynh-Larson General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
868,"Evans, Cox and Smith Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
869,Wilkins General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
870,Miller-Lopez Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
871,Foster-Norton Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
872,Schwartz Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
873,"Miller, Wilson and Sanchez Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
874,"Edwards, Baker and Smith Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
875,Johnston-Mitchell Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
876,Simpson Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
877,Lawrence-Golden Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
878,Ochoa-Turner Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
879,"Campbell, Wilson and Mendoza Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
880,Torres-King Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
881,Hernandez Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
882,Collins-Solomon Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
883,Hoffman-Boyle Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
884,Osborne-Pacheco General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
885,Smith-Gonzalez Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
886,"Watkins, Martin and Perez Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
887,"Roberts, Peters and Le General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
888,"Elliott, Carrillo and Williams Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
889,"Jackson, Johnson and Banks Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
890,Martinez-Clark General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
891,"Cook, Brown and Walker Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
892,Stone and Sons Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
893,Ruiz Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
894,Hodges Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
895,Hernandez-Powell General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
896,Richards-Sanchez Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
897,Black-Carlson Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
898,Walker-Jensen Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
899,Price Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
900,Davis-Navarro Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
901,James-Hall Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
902,Thompson General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
903,Burton-Lee Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
904,"Rivers, Mitchell and Nelson Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
905,Rivas-Lawson Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
906,"Rodriguez, Bell and Torres Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
907,Paul-Perez Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
908,Stevens Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
909,Lewis PLC General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
910,Phelps-Valdez Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
911,"Patterson, Ruiz and Morales Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
912,Shannon Inc Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
913,Frank Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
914,Walker-James General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
915,"Young, Brooks and Oliver General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
916,James-Johnson General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
917,Byrd-Carlson Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
918,"Oliver, Clark and Harris Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
919,Kelly Inc Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
